stage-index,time,memory(total),memory(normal),memory(reserved)
stage-0,65588.17,27231.79,25461.79,1770.00
stage-1,70474.87,27841.55,26241.55,1600.00
stage-2,69897.19,26885.06,24210.06,2675.00
stage-3,70472.31,27825.03,25100.03,2725.00
stage-4,70873.44,26815.76,25040.76,1775.00
stage-5,70663.55,27575.42,25600.42,1975.00
