stage-index,time,memory(total),memory(normal),memory(reserved)
stage-0,53307.16,27242.41,25642.41,1600.00
stage-1,34316.01,25810.03,23260.03,2550.00
stage-2,55076.99,26560.28,23360.28,3200.00
stage-3,30830.11,27720.03,25170.03,2550.00
stage-4,55076.99,25840.22,22640.22,3200.00
stage-5,55901.12,27590.77,25190.77,2400.00
stage-6,53830.58,27380.28,24180.28,3200.00
stage-7,52951.59,27760.03,24560.03,3200.00
stage-8,54279.38,21020.35,19420.35,1600.00
