stage-index,time,memory(total),memory(normal),memory(reserved)
stage-0,73332.22,27260.24,24490.24,2770.00
stage-1,76888.19,27980.07,25180.07,2800.00
stage-2,73530.99,27660.08,24860.08,2800.00
stage-3,77123.47,27980.81,26080.81,1900.00
stage-4,80308.07,26930.50,24680.50,2250.00
