stage-index,time,memory(total),memory(normal),memory(reserved)
stage-0,43807.06,27160.69,23960.69,3200.00
stage-1,53542.35,26580.06,23380.06,3200.00
stage-2,52704.41,27840.22,24640.22,3200.00
stage-3,53187.41,26040.19,22840.19,3200.00
stage-4,57809.43,27585.51,25110.51,2475.00
stage-5,38668.81,27730.03,24880.03,2850.00
stage-6,38201.33,27800.05,25000.05,2800.00
stage-7,57293.23,27960.32,25210.32,2750.00
