stage-index,time,memory(total),memory(normal),memory(reserved)
stage-0,112577.78,27827.59,26232.59,1595.00
stage-1,113223.45,27821.89,26321.89,1500.00
stage-2,113009.74,25871.24,24321.24,1550.00
stage-3,109533.25,24145.70,22520.70,1625.00
