stage-index,time,memory(total),memory(normal),memory(reserved)
stage-0,65600.05,27531.66,25761.66,1770.00
stage-1,56841.32,27400.25,24200.25,3200.00
stage-2,60506.86,27040.22,23840.22,3200.00
stage-3,36483.85,27580.03,24780.03,2800.00
stage-4,36011.45,27730.06,24930.06,2800.00
stage-5,62221.63,27910.27,25210.27,2700.00
stage-6,59800.24,27900.18,25050.18,2850.00
