search_time (s),config time (ms)
0,1371608.9089679343
1,694313.3292359654
2,401148.53098598344
3,401148.53098598344
4,401148.53098598344
5,401148.53098598344
6,401148.53098598344
7,401148.53098598344
8,401148.53098598344
9,450736.0005479035
10,450736.0005479035
11,450736.0005479035
12,450736.0005479035
13,450736.0005479035
14,694313.3292359654
15,694313.3292359654
16,694313.3292359654
17,694313.3292359654
18,694313.3292359654
19,1371608.9089679343
20,1371608.9089679343
21,1371608.9089679343
22,1371608.9089679343
23,1371608.9089679343
