search_time (s),config time (ms)
0,175302.94359924557
1,92123.62923978342
2,42249.12473425719
3,42249.12473425719
4,42228.353977161074
5,42228.353977161074
6,42228.353977161074
7,42228.353977161074
8,42228.353977161074
9,42228.353977161074
10,42228.353977161074
11,42249.12473425719
12,42249.12473425719
13,42249.12473425719
14,42249.12473425719
15,42249.12473425719
16,42287.67411930988
17,42287.67411930988
18,42287.67411930988
19,42287.67411930988
20,42287.67411930988
21,43208.234848719636
22,43208.234848719636
23,43208.234848719636
24,43208.234848719636
25,43208.234848719636
26,43876.29217875152
27,43876.29217875152
28,43876.29217875152
29,43876.29217875152
30,43876.29217875152
31,44665.09056534919
32,44665.09056534919
33,44665.09056534919
34,44665.09056534919
35,44665.09056534919
36,44937.61470131125
37,44937.61470131125
38,44937.61470131125
39,44937.61470131125
40,44937.61470131125
41,45286.95567870773
42,45286.95567870773
43,45286.95567870773
44,45286.95567870773
45,45286.95567870773
46,45301.63227296509
47,45301.63227296509
48,45301.63227296509
49,45301.63227296509
50,45301.63227296509
51,45359.40967412132
52,45359.40967412132
53,45359.40967412132
54,45359.40967412132
55,45359.40967412132
56,46589.66779475154
57,46589.66779475154
58,46589.66779475154
59,46589.66779475154
60,46589.66779475154
64,44622.50861730989
65,44239.15302730988
66,44239.15302730988
67,44239.15302730988
68,44239.15302730988
69,44239.15302730988
70,44239.15302730988
71,44542.214098613695
72,44542.214098613695
73,44542.214098613695
74,44542.214098613695
75,44542.214098613695
76,44622.50861730989
77,44622.50861730989
78,44622.50861730989
79,44622.50861730989
80,44622.50861730989
81,44508.53322616108
82,44508.53322616108
83,44508.53322616108
84,44508.53322616108
85,44508.53322616108
86,44508.53322616108
87,44649.02965602727
88,44649.02965602727
89,44649.02965602727
90,44649.02965602727
91,44649.02965602727
92,44722.25278861369
93,44722.25278861369
94,44722.25278861369
95,44722.25278861369
96,50099.7381005256
97,50099.7381005256
98,50099.7381005256
99,50099.7381005256
100,50099.7381005256
101,75391.6332116138
102,75391.6332116138
103,75391.6332116138
