search_time (s),config time (ms)
0,42980.59627516189
1,36735.84003028365
2,36183.70990783808
4,36176.31301188995
6,36176.31301188995
17,36183.71043074807
18,36406.55242930927
21,36183.710692203065
25,36342.93414222451
26,36736.17653241447
28,36453.47887558927
30,36452.39156158928
33,36343.09437237556
37,36343.69428284844
39,36545.9493014156
42,36405.157598444755
45,36343.4332661254
47,36871.60009670033
48,37399.86530596671
53,36343.694544303435
54,36453.1523135327
55,37400.62579645514
57,36652.75696207205
60,36343.534314152384
62,36452.391911453786
64,36452.39182304427
67,36175.63869665984
69,36175.63869665984
70,37767.183387118785
73,36343.09428396605
74,36399.76824529453
75,37400.02579757276
76,38372.89956894353
81,36343.43317771589
83,36652.419912895275
85,36453.63936719532
86,37623.88922805253
87,38006.97272801159
89,36545.94921300609
90,40305.367318910765
92,36400.36850563191
93,40825.34836018314
94,40827.42613806846
96,36343.694894167944
97,36819.69065573369
99,36341.87837815533
105,36326.88500005865
107,36326.88500005865
109,37313.99148230462
110,37623.72927142446
111,37766.590739819236
112,36399.76833370404
114,36452.55214160483
115,36444.01329815539
116,36444.01329815539
118,36871.76041526089
119,41405.28058830513
120,36872.02239316794
121,37522.98654154565
123,42494.26931499692
125,42502.40312153934
127,42506.39630687198
128,42587.961557144044
130,36871.421959785075
132,36871.421959785075
134,36871.421959785075
136,36872.02222012246
139,36341.87846656484
140,36341.87846656484
142,36871.76041526089
143,41015.97232726391
144,36175.63869665984
145,36175.63869665984
146,36175.63869665984
147,36175.63869665984
148,36175.63869665984
149,36176.31301188995
150,36176.31301188995
151,36176.31301188995
152,36176.31301188995
153,36176.31301188995
154,36183.55011218751
155,36183.55011218751
156,36183.55011218751
157,36183.55011218751
158,36183.55011218751
159,36183.70990783808
160,36183.70990783808
161,36183.70990783808
162,36183.70990783808
163,36183.70990783808
164,36183.71043074807
165,36183.71043074807
166,36183.71043074807
167,36183.71043074807
168,36183.71043074807
169,36183.710692203065
170,36183.710692203065
171,36183.710692203065
172,36183.710692203065
173,36183.710692203065
