stage-index,time,memory(total),memory(normal),memory(reserved)
stage-0,50073.48,44224.50,41664.50,2560.00
stage-1,49407.33,46297.88,43737.88,2560.00
stage-2,49984.39,46814.50,44254.50,2560.00
stage-3,49527.92,46920.00,44360.00,2560.00
stage-4,48538.11,46880.00,44320.00,2560.00
stage-5,48543.01,46676.75,44116.75,2560.00
stage-6,48537.27,46900.75,44340.75,2560.00
stage-7,48569.44,36208.33,33648.33,2560.00
