stage-index,time,memory(total),memory(normal),memory(reserved)
stage-0,48773.09,46523.12,45243.12,1280.00
stage-1,48604.81,46755.81,45475.81,1280.00
stage-2,47093.54,46956.12,45676.12,1280.00
stage-3,47576.53,35796.16,34516.16,1280.00
