stage-index,time,memory(total),memory(normal),memory(reserved)
stage-0,50355.45,46937.94,45657.94,1280.00
stage-1,50250.80,46886.44,45606.44,1280.00
stage-2,49210.54,46852.50,44292.50,2560.00
stage-3,48350.79,46728.75,44168.75,2560.00
stage-4,49462.98,46941.25,44381.25,2560.00
stage-5,48721.85,35820.45,33260.45,2560.00
