search_time (s),config time (ms)
0,114467.20049605473
1,43591.97884608496
2,43549.12200061267
3,43549.12200061267
4,112720.2949916192
5,43549.12200061267
6,43549.12200061267
7,43549.12200061267
8,43549.12200061267
9,43549.12200061267
10,43591.97884608496
11,43591.97884608496
12,43591.97884608496
13,43591.97884608496
14,43591.97884608496
15,43958.77598430857
16,43958.77598430857
17,43958.77598430857
18,43958.77598430857
19,43958.77598430857
20,45183.27437286066
21,45183.27437286066
22,45183.27437286066
23,45183.27437286066
24,45183.27437286066
25,45536.00729144916
26,45536.00729144916
27,45536.00729144916
28,45536.00729144916
29,45536.00729144916
30,45559.889381921355
31,45559.889381921355
32,45559.889381921355
33,45559.889381921355
34,45559.889381921355
35,49261.28851446626
36,49261.28851446626
37,49261.28851446626
38,49261.28851446626
39,49261.28851446626
40,49279.764598983435
41,49279.764598983435
42,49279.764598983435
43,49279.764598983435
44,49693.85275407093
45,49693.85275407093
46,49693.85275407093
47,49693.85275407093
48,49693.85275407093
49,112720.2949916192
50,112720.2949916192
51,112720.2949916192
52,112720.2949916192
53,112720.2949916192
54,112720.2949916192
55,112720.2949916192
56,112720.2949916192
57,112720.2949916192
58,112720.2949916192
59,114383.53796155352
60,114383.53796155352
61,114383.53796155352
62,114383.53796155352
63,114383.53796155352
64,114467.20049605473
65,114467.20049605473
66,114467.20049605473
67,114467.20049605473
68,114467.20049605473
