global_batch_size,time,forward-compute,forward-send,forward-send-backward-recv,backward-compute,backward-recv,backward-params-all-reduce,backward-embedding-all-reduce,optimizer,batch-generator,allocated,max_allocated,reserved,max_reserved
1024,6471.52,2271.34,3.20,549.19,3514.69,43.32,16.09,0.23,11.26,45.56,1302.29,19838.75,20170.00,20170.00
