stage-index,time,memory(total),memory(normal),memory(reserved)
stage-0,68951.36,27813.85,25253.85,2560.00
stage-1,69889.80,27961.61,25401.61,2560.00
stage-2,68684.82,26853.34,24293.34,2560.00
stage-3,68684.82,23185.07,20625.07,2560.00
stage-4,70265.16,23822.90,21262.90,2560.00
stage-5,70683.62,27580.50,25020.50,2560.00
stage-6,70655.49,20436.78,19024.28,1412.50
