stage-index,time,memory(total),memory(normal),memory(reserved)
stage-0,70621.66,26635.47,24075.47,2560.00
stage-1,70323.18,23484.99,20924.99,2560.00
stage-2,70366.22,24008.77,22728.77,1280.00
stage-3,70344.43,27438.54,26158.54,1280.00
stage-4,69917.85,20289.26,18889.26,1400.00
