stage-index,time,memory(total),memory(normal),memory(reserved)
stage-0,70587.52,27503.06,26093.06,1410.00
stage-1,71619.79,24468.77,23188.77,1280.00
stage-2,71528.52,27788.55,26508.55,1280.00
stage-3,69944.42,20289.28,18889.28,1400.00
