stage-index,time,memory(total),memory(normal),memory(reserved)
stage-0,73748.27,27191.63,24631.63,2560.00
stage-1,75338.15,27985.49,25622.99,2362.50
stage-2,75236.11,26814.58,24254.58,2560.00
