search_time (s),config time (ms)
0,153748.05021798323
1,71272.69339699177
2,28704.020810495815
3,9164.783653247912
4,9164.783653247912
5,9164.783653247912
6,9164.783653247912
7,9164.783653247912
8,9164.783653247912
9,9164.783653247912
10,28704.020810495815
11,28704.020810495815
12,28704.020810495815
13,28704.020810495815
14,28704.020810495815
15,71272.69339699177
16,71272.69339699177
17,71272.69339699177
18,71272.69339699177
19,71272.69339699177
20,153748.05021798323
21,153748.05021798323
22,153748.05021798323
23,153748.05021798323
24,153748.05021798323
