global_batch_size,time,forward-compute,backward-compute,backward-params-all-reduce,backward-embedding-all-reduce,optimizer-copy-to-main-grad,optimizer-unscale-and-check-inf,optimizer,batch-generator
1024,2666.25,1315.50,1315.74,3.36,0.02,0.90,0.62,1.64,26.04
