global_batch_size,time,forward-compute,backward-compute,backward-params-all-reduce,backward-embedding-all-reduce,optimizer-copy-to-main-grad,optimizer-unscale-and-check-inf,optimizer,batch-generator
1024,2666.02,1310.35,1320.99,3.40,0.02,0.95,0.62,1.68,27.57
