global_batch_size,time,forward-compute,backward-compute,backward-params-all-reduce,backward-embedding-all-reduce,optimizer-copy-to-main-grad,optimizer-unscale-and-check-inf,optimizer,batch-generator
1024,2662.61,1310.00,1317.88,3.35,0.02,0.91,0.61,1.63,28.43
