global_batch_size,time,forward-compute,backward-compute,backward-params-all-reduce,backward-embedding-all-reduce,optimizer-copy-to-main-grad,optimizer-unscale-and-check-inf,optimizer,batch-generator
1024,2665.37,1317.92,1311.20,3.37,0.02,0.93,0.60,1.64,27.46
