global_batch_size,time,forward-compute,backward-compute,backward-params-all-reduce,backward-embedding-all-reduce,optimizer-copy-to-main-grad,optimizer-unscale-and-check-inf,optimizer,batch-generator
1024,2664.76,1315.37,1314.30,3.35,0.02,0.91,0.62,1.65,26.08
