stage-index,time,memory(total),memory(normal),memory(reserved)
stage-0,51162.72,25925.37,23365.37,2560.00
stage-1,51061.09,24836.88,22276.88,2560.00
stage-2,51098.74,26024.12,23464.12,2560.00
stage-3,50861.67,26924.75,24364.75,2560.00
stage-4,50845.85,26751.87,25471.87,1280.00
stage-5,50336.75,26988.16,25708.16,1280.00
