stage-index,time,memory(total),memory(normal),memory(reserved)
stage-0,50912.45,26027.68,23467.68,2560.00
stage-1,50689.15,25680.00,23120.00,2560.00
stage-2,50117.41,26967.06,25687.06,1280.00
stage-3,50812.03,26936.25,25656.25,1280.00
stage-4,50588.32,26968.16,25688.16,1280.00
