search_time (s),config time (ms)
0,39654.59751757814
1,30480.00747092061
2,24891.63176008649
4,24599.731694410995
5,24314.93707885425
10,24314.80889473341
12,24314.567823741083
25,24314.43966697254
34,24314.439639620243
50,24314.439639620243
63,24314.757242074833
66,24314.760904267947
76,24314.632747499403
90,24314.5163354962
97,24314.757406488527
106,24314.933553722534
110,24314.885617961663
116,24314.757406488527
120,24314.885590609367
126,24314.85096932355
129,24314.97915344439
133,24314.9825804962
137,24315.203220416253
146,24314.712941154776
160,24314.712941154776
161,24314.34264973341
164,24314.21446561257
169,24314.166502499404
174,24314.166502499404
189,24314.58475703394
191,24314.760931620243
203,24314.632720147107
214,24314.80889473341
215,24315.436861612572
216,24315.970433033937
217,24316.018396147105
218,24316.018396147105
219,24316.018396147105
220,24316.137372660123
221,24316.194570733413
222,24317.28607045934
223,24317.28973265245
224,24317.28973265245
225,24317.28976000475
226,24317.337695765622
227,24317.46240945934
228,24317.559371993873
229,24317.684129062905
230,24317.732092176073
231,24317.732146880666
232,24317.80948741775
233,24318.467902770743
234,24318.800094993872
235,24318.84805810704
236,24318.99308183465
