search_time (s),config time (ms)
0,605646.7213219883
1,279849.1070929907
2,111486.4581864958
3,37455.35594124801
4,37455.35594124801
5,37455.35594124801
6,37455.35594124801
7,37455.35594124801
8,37455.35594124801
9,37455.35594124801
10,111486.4581864958
11,111486.4581864958
12,111486.4581864958
13,111486.4581864958
14,111486.4581864958
15,279849.1070929907
16,279849.1070929907
17,279849.1070929907
18,279849.1070929907
19,279849.1070929907
20,605646.7213219883
21,605646.7213219883
22,605646.7213219883
23,605646.7213219883
24,605646.7213219883
