stage-index,time,memory(total),memory(normal),memory(reserved)
stage-0,8974.76,27813.85,25253.85,2560.00
stage-1,9091.26,27961.61,25401.61,2560.00
stage-2,8941.67,26853.34,24293.34,2560.00
stage-3,8941.67,23185.07,20625.07,2560.00
stage-4,9137.86,23822.90,21262.90,2560.00
stage-5,9189.81,27580.50,25020.50,2560.00
stage-6,9186.31,20436.78,19024.28,1412.50
