stage-index,time,memory(total),memory(normal),memory(reserved)
stage-0,40485.66,47974.14,42854.14,5120.00
stage-1,39079.26,47353.27,42233.27,5120.00
stage-2,37289.90,47300.00,37060.00,10240.00
stage-3,39699.72,47043.00,36803.00,10240.00
stage-4,40588.72,47490.00,37250.00,10240.00
stage-5,40667.70,47717.20,37477.20,10240.00
