num_targets,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
num_hops,1,1,1,1,6,1,2,7,2,2,6,5,6,1,7,2,1,7,6,6,7,7,7
