search_time (s),config time (ms)
0,103410.17143482488
1,100886.48878002212
2,52126.82265990583
4,52126.27841529217
35,51968.985646548164
95,51863.21202003769
96,51376.49942767867
118,51376.287137568164
205,51373.34031703509
207,51373.34031703509
