search_time (s),config time (ms)
0,98666.88050141287
1,68690.55514815824
2,39819.001787152156
18,39257.70527909047
19,38367.11762645157
70,38273.48077899718
82,37187.14388437037
83,37138.65893126968
130,36971.057530539976
131,35391.02207595241
169,35350.253388736295
208,35350.253388736295
