stage-index,time,memory(total),memory(normal),memory(reserved)
stage-0,42484.85,24912.86,23632.86,1280.00
stage-1,43318.09,26432.58,25152.58,1280.00
stage-2,41842.96,18528.42,17248.42,1280.00
stage-3,41825.85,12056.20,10776.20,1280.00
