stage-index,time,memory(total),memory(normal),memory(reserved)
stage-0,21583.91,47295.16,42175.16,5120.00
stage-1,21651.37,47382.00,37142.00,10240.00
stage-2,21163.87,47701.10,37461.10,10240.00
stage-3,21592.58,47840.50,37600.50,10240.00
stage-4,20945.87,47043.00,36803.00,10240.00
stage-5,21386.87,47490.00,37250.00,10240.00
stage-6,21426.05,47717.20,37477.20,10240.00
