stage-index,time,memory(total),memory(normal),memory(reserved)
stage-0,19864.55,47633.12,42513.12,5120.00
stage-1,19942.92,47568.22,42448.22,5120.00
stage-2,20324.75,46514.98,41394.98,5120.00
stage-3,19262.12,46626.00,36386.00,10240.00
stage-4,18941.33,45909.20,35669.20,10240.00
