stage-index,time,memory(total),memory(normal),memory(reserved)
stage-0,21666.16,47300.50,37060.50,10240.00
stage-1,21086.72,47941.38,37701.38,10240.00
stage-2,21709.11,47382.00,37142.00,10240.00
stage-3,21046.58,46501.00,36261.00,10240.00
stage-4,21275.42,47060.00,36820.00,10240.00
stage-5,21580.14,47623.38,37383.38,10240.00
stage-6,21887.86,47810.00,37570.00,10240.00
stage-7,21708.74,47717.20,37477.20,10240.00
