stage-index,time,memory(total),memory(normal),memory(reserved)
stage-0,17564.30,41533.58,40123.58,1410.00
stage-1,17515.60,44522.36,43242.36,1280.00
stage-2,17254.22,42812.99,40252.99,2560.00
stage-3,17671.90,37000.74,34440.74,2560.00
stage-4,17696.70,25656.56,23096.56,2560.00
stage-5,17696.55,15762.29,13202.29,2560.00
