stage-index,time,memory(total),memory(normal),memory(reserved)
stage-0,140967.55,27503.06,26093.06,1410.00
stage-1,143033.11,24468.77,23188.77,1280.00
stage-2,142850.47,27788.55,26508.55,1280.00
stage-3,139680.72,20289.28,18889.28,1400.00
