search_time (s),config time (ms)
0,947971.669343557
2,659292.105806604
4,658440.1312462977
5,654447.4483714849
7,327044.55663897574
8,270882.5383965241
13,253954.76059849825
15,240365.90658782024
22,209153.31488724882
24,143322.2453139665
34,123902.36750892004
38,119720.29920992919
40,119446.95383625315
45,119395.58387730496
51,119272.17468683278
53,118986.4853815425
209,118986.4853815425
210,119172.91627530639
211,119229.67892534315
212,121044.9931168327
213,121461.7099293344
214,121992.06586128363
215,122305.32546191236
216,123004.74600804044
217,123864.05198974464
218,126586.94825577173
219,240800.24369342256
220,662578.4943494359
221,118986.4853815425
222,118986.4853815425
223,118986.4853815425
224,118986.4853815425
225,118986.4853815425
226,119272.17468683278
227,119272.17468683278
228,119272.17468683278
229,119272.17468683278
230,119272.17468683278
231,119352.16945855174
232,119352.16945855174
233,119352.16945855174
234,119352.16945855174
235,119352.16945855174
236,119395.58387730496
237,119395.58387730496
238,119395.58387730496
239,119395.58387730496
240,119395.58387730496
241,119446.95383625315
242,119446.95383625315
243,119446.95383625315
244,119446.95383625315
245,119446.95383625315
246,119720.29920992919
247,119720.29920992919
248,119720.29920992919
249,119720.29920992919
250,119720.29920992919
251,123006.20048345419
252,123006.20048345419
253,123006.20048345419
254,123006.20048345419
255,123006.20048345419
256,123208.43322353912
257,123208.43322353912
258,123208.43322353912
259,123208.43322353912
260,123208.43322353912
261,123270.60994735602
262,123270.60994735602
263,123270.60994735602
264,123270.60994735602
265,123270.60994735602
266,123902.36750892004
267,123902.36750892004
268,123902.36750892004
269,123902.36750892004
270,123902.36750892004
271,124418.71094191632
272,124418.71094191632
273,124418.71094191632
274,124418.71094191632
275,124418.71094191632
