num_targets,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
num_hops,1,1,2,2,1,4,2,2,2,1,2,1,1,2,1,6,1,1,2,7,1,5,1,1
