num_targets,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
num_hops,1,2,1,1,1,1,2,1,6,1,1,6,5,7,1,1,7,1,2,1,2,1,1,1,7,3,1,7,1
