search_time (s),config time (ms)
0,267491.9334612708
1,253965.57419638982
2,187751.64329246775
3,185681.1287412018
5,184667.1288298565
7,154123.07652684397
13,140828.68656262296
17,135419.2989132205
19,135101.9594437257
29,132911.01755206066
30,131919.54336196138
32,131448.8258028631
41,130853.06506623486
50,130592.79347168689
63,112556.63122892982
66,111553.80222959451
68,111470.94328014573
82,111307.31301937182
83,111290.56907330004
85,111271.84656493233
87,110946.61533825702
90,110441.19380656641
92,110438.5514111819
94,110406.77773244337
96,109805.04049567122
111,106951.77852872395
121,106553.55724241944
123,105349.54770122544
176,105342.58994836333
178,105331.22567115532
217,105331.22567115532
218,106582.15467599483
219,106943.68127493448
220,106953.6945661216
