search_time (s),config time (ms)
0,312414.5055623075
1,308401.9497158763
2,300166.6452740113
4,237496.2414688766
6,234091.35652057244
8,232893.3733353905
10,229302.56755838927
12,229122.7377072829
13,228384.65853409714
15,228276.38996325136
16,227716.60298082564
23,186440.03223439064
35,185210.47351548134
37,145214.2819605962
40,142800.878865362
42,138694.845007256
51,118180.94012031813
53,117414.24929383298
55,116587.66752373909
58,116408.80907969199
76,110912.50227191248
78,108454.59918135786
104,108057.38606059624
107,106153.44626465291
109,106055.14487678283
217,106055.14487678283
