search_time (s),config time (ms)
0,2413241.405737995
1,1627801.9974610095
2,484274.9256424939
3,391600.25856897916
4,391600.25856897916
5,391600.25856897916
6,391600.25856897916
7,391600.25856897916
8,391600.25856897916
9,391600.25856897916
10,484274.9256424939
11,484274.9256424939
12,484274.9256424939
13,484274.9256424939
14,484274.9256424939
15,1627801.9974610095
16,1627801.9974610095
17,1627801.9974610095
18,1627801.9974610095
19,1627801.9974610095
20,2413241.405737995
21,2413241.405737995
22,2413241.405737995
23,2413241.405737995
24,2413241.405737995
