global_batch_size,time,forward-compute,forward-send,forward-send-backward-recv,backward-compute,backward-recv,backward-params-all-reduce,backward-embedding-all-reduce,optimizer,batch-generator,allocated,max_allocated,reserved,max_reserved
1024,22912.69,7319.15,10.33,808.55,14422.31,179.25,7.51,1.23,14.93,50.01,2169.34,43271.69,43782.00,43782.00
