stage-index,time,memory(total),memory(normal),memory(reserved)
stage-0,105700.47,11828.87,10548.87,1280.00
stage-1,105741.58,23664.12,22384.12,1280.00
stage-2,104375.17,26085.19,24805.19,1280.00
stage-3,105821.82,26376.18,25096.18,1280.00
stage-4,104361.18,26951.76,25671.76,1280.00
stage-5,105389.60,26972.18,25692.18,1280.00
stage-6,105449.38,26828.74,25548.74,1280.00
stage-7,105626.68,26988.53,25708.53,1280.00
