stage-index,time,memory(total),memory(normal),memory(reserved)
stage-0,107662.25,14868.50,13588.50,1280.00
stage-1,107483.85,22616.12,21336.12,1280.00
stage-2,107465.39,26739.16,25459.16,1280.00
stage-3,107664.02,26972.54,25692.54,1280.00
