stage-index,time,memory(total),memory(normal),memory(reserved)
stage-0,22500.99,46619.75,45339.75,1280.00
stage-1,22638.66,43435.90,42155.90,1280.00
stage-2,22627.43,36092.06,34812.06,1280.00
stage-3,22095.25,36332.13,35052.13,1280.00
