stage-index,time,memory(total),memory(normal),memory(reserved)
stage-0,157492.59,47974.14,42854.14,5120.00
stage-1,151833.78,47353.27,42233.27,5120.00
stage-2,144634.06,47300.00,37060.00,10240.00
stage-3,154330.26,47043.00,36803.00,10240.00
stage-4,157907.27,47490.00,37250.00,10240.00
stage-5,158225.06,47717.20,37477.20,10240.00
