stage-index,time,memory(total),memory(normal),memory(reserved)
stage-0,158532.21,47300.50,37060.50,10240.00
stage-1,162635.67,46657.88,36417.88,10240.00
stage-2,159640.93,47142.12,36902.12,10240.00
stage-3,153799.53,47701.10,37461.10,10240.00
stage-4,155128.47,47540.08,37300.08,10240.00
stage-5,159482.03,47583.38,37343.38,10240.00
stage-6,158559.79,47490.00,37250.00,10240.00
stage-7,158877.58,47717.20,37477.20,10240.00
