stage-index,time,memory(total),memory(normal),memory(reserved)
stage-0,35397.51,27503.06,26093.06,1410.00
stage-1,35913.14,24468.77,23188.77,1280.00
stage-2,35867.55,27788.55,26508.55,1280.00
stage-3,35076.27,20289.28,18889.28,1400.00
