stage-index,time,memory(total),memory(normal),memory(reserved)
stage-0,34679.01,27813.85,25253.85,2560.00
stage-1,35147.78,27961.61,25401.61,2560.00
stage-2,34545.88,26853.34,24293.34,2560.00
stage-3,34545.88,23185.07,20625.07,2560.00
stage-4,35335.27,23822.90,21262.90,2560.00
stage-5,35544.30,27580.50,25020.50,2560.00
stage-6,35530.25,20436.78,19024.28,1412.50
