stage-index,time,memory(total),memory(normal),memory(reserved)
stage-0,34812.11,25849.58,23289.58,2560.00
stage-1,35315.91,27723.28,26443.28,1280.00
stage-2,35628.06,23664.99,21104.99,2560.00
stage-3,35129.74,23762.80,21202.80,2560.00
stage-4,35540.44,27580.56,25020.56,2560.00
stage-5,35466.49,20436.78,19024.28,1412.50
