stage-index,time,memory(total),memory(normal),memory(reserved)
stage-0,35447.48,26635.47,24075.47,2560.00
stage-1,35298.39,23484.99,20924.99,2560.00
stage-2,35319.89,24008.77,22728.77,1280.00
stage-3,35309.00,27438.54,26158.54,1280.00
stage-4,35095.92,20289.26,18889.26,1400.00
