search_time (s),config time (ms)
0,801585.2334470064
1,766233.4900272433
2,758876.774924245
5,695493.6519132346
7,685235.9716198972
10,518768.01493577956
14,434544.3076124194
18,431237.2205370713
22,429448.3786065602
29,348802.69550679915
33,329080.0776896173
59,283385.24012738274
63,265141.8089373026
195,261650.299004038
207,260869.30704900375
208,260869.30704900375
209,260869.30704900375
210,263797.9458035584
211,278990.73305761814
212,293121.7165831013
213,300487.03939595906
214,303679.82110721734
215,304932.7522485418
216,333031.22632601735
217,429244.4473050305
218,431236.91181221633
219,433568.6568673796
220,495956.52672977396
221,627418.945434648
222,266840.83773747366
223,261650.299004038
224,261650.299004038
225,261650.299004038
226,261650.299004038
227,261650.299004038
