search_time (s),config time (ms)
0,6860264.655146312
1,3262529.326229034
2,1993125.7505459394
4,1615778.1359453422
5,1615778.1359453422
6,1615778.1359453422
7,1615778.1359453422
8,1615778.1359453422
9,1615778.1359453422
10,1615778.1359453422
12,1993125.7505459394
14,1993125.7505459394
16,1993125.7505459394
18,1993125.7505459394
20,1993125.7505459394
21,3262529.326229034
22,3262529.326229034
23,3262529.326229034
24,3262529.326229034
25,3262529.326229034
26,6860264.655146312
27,6860264.655146312
28,6860264.655146312
29,6860264.655146312
30,6860264.655146312
